"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Korea, Rep.","KOR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.758244193657839","0.871662312693237","0.678926291648284","0.727383487940209","0.69308348496003","0.630404993181119","0.570167111325904","0.58805372342754","0.532932444556489","0.633166716541415","0.548581159540247","","",
"Korea, Rep.","KOR","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","","56.7164192199707","","58.2089538574219","","62.6865653991699","62.6865653991699","62.980770111084","63.9423065185547","59.6153831481934","60.0961532592773","58.6538467407227","61.1374397277832","63.9810409545898","63.8497657775879","63.8497657775879","63.8497657775879","61.5763549804688","60.0985221862793","61.0837440490723","66.0098495483398","67.9611663818359","64.7342987060547","65.7004852294922","68.5990371704102","67.6328506469727","69.6078414916992",
"Korea, Rep.","KOR","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","20.9125475285171","14.6418678274634","10.8829021072286","8.23232323232323","7.60126790712992","7.51069720614145","7.219028456453","9.00182693904667","10.0711786344469","13.8192902702893","25.666329424643","27.3286478340889","35.1401342130491","35.4880545343466","30.6587395495897","26.2629328183198","23.3273197217548","21.7842445620223","19.1210150238182","21.7037146288532","20.1590514748409","17.2722725829004","25.8792237956095","24.9076966770804","21.5124807201989","21.3970533995883","19.7858608095262","15.495134168468","13.8135539177728","11.8032553262961","10.3003998003701","8.7437260810197","10.8359398479502","13.6829784940365","12.5260124566866","13.8333489993868","13.0255065540195","14.0941950217302","15.7640315934314","15.3441770328826","17.9840116557713","15.0672563858062","18.0362154196751","20.2653371000933","11.5664405402272","9.06530175578444","9.51389959798274","12.3988949900494",
"Korea, Rep.","KOR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","1315000000","2527000000","3749000000","3960000000","4858400000","5959500000","6958000000","6623100000","6687400000","5675400000","6029300000","8095900000","8866500000","9329900000","10310600000","10873500000","11529400000","13608000000","17465600000","23730500000","24206000000","27391300000","26694000000","27463800000","31769000000","29824200000","29980500000","34557300000","43907600000","49119500000","55502700000","69792900000","89839000000","71426700000","81931900000","89365200000","101899300000","102115800000","110757200000","96443100000","93893400000","88720200000","102945100000","102970900000","88844100000","119177500000","130989400000","123510200000",
"Korea, Rep.","KOR","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","31700000","38200000","55100000","86600000","116400000","171400000","249100000","319400000","454900000","622600000","842000000","1073600000","1628600000","3227700000","4466600000","5084000000","7714400000","10048100000","12593400000","15036200000","17439300000","21270500000","21827100000","24459300000","29259300000","30291100000","34799000000","47315500000","60704400000","60526370785","67813912000","72369776000","77326079000","85816000000","101362000000","131343000000","137699000000","144120000000","132837000000","143918000000","172179000000","150356000000","161919000000","193731000000","253745000000","284243000000","325173000000","371213000000","421778000000","363280000000","466384000000","555405000000","547870000000","559632000000","572665000000","526757000000","495857000000","562026000000","605708000000","542602000000","512647000000","","","",
"Korea, Rep.","KOR","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","","","","","0.515463917525773","0.641773628938156","0.562023283821758","0.375704445835942","0.351725653989888","0.449726951493736","0.605700712589074","0.456408345752608","0.552621883826599","0.505003562908573","0.942551381363901","2.47246262785208","2.76755159182827","2.18250216458833","2.38617053377166","2.45740280123967","3.03624572087182","3.82454573235232","1.84083089370553","1.48900418245821","1.89683280187838","1.87150681223198","1.25405902468462","1.0104511206687","0.92349154262294","0.693445398355219","0.748518976460169","1.6946300897767","1.77533895129999","1.58711662160902","1.29279217063594","1.32020739590233","1.89718153363496","1.34637801831807","2.0000451681384","1.81603413054656","1.69163444903269","1.71477829019128","1.7963517283333","1.809824448333","1.92244970344243","1.75893689589541","1.75167956779929","2.0427393437191","2.47439292566232","3.13826882817661","3.14253144275961","2.45964053294443","2.82640528519539","2.30850496665666","2.3818132976522","2.05650721186429","2.15184156520932","1.7630837363396","1.48479691782179","1.23544918743388","0.824343456608543","","","",
"Korea, Rep.","KOR","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","0.315457413249211","","1.27041742286751","6.23556581986143","9.5360824742268","14.294049008168","9.43396226415094","7.35754539762054","5.64959331721257","5.65371024734982","4.85748218527316","5.92399403874814","4.9735969544394","3.83864671437866","4.65454708279228","5.65892997639654","7.6687752774033","8.73100387137867","9.9234519669033","11.2016333914154","14.5711123726296","14.6113161420747","13.0237182218435","11.3273887641919","12.1212742615169","11.1937169663697","8.42524210465818","7.47344950386237","7.94851773512299","9.42358541413413","10.8301022362491","17.6633764902077","20.3780227884049","25.76302787359","25.6095972849786","25.2483954226719","29.3021735815075","31.1482098251457","30.217373835603","28.6955071638016","28.8381910558198","31.348157458299","33.6218125056355","36.7554717696187","38.3769918619086","41.0703728883385","41.8532870238304","44.0668004668479","45.8292324393401","46.5903374823827","49.5687359401266","49.8883116475365","50.5093734270904","52.0986673210252","51.104602685165","50.5061613626397","51.0636340779701","53.4895816207791","53.6807469552986","53.8410274934482","53.4326696537774","","","",
"Korea, Rep.","KOR","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","24.4067016151884","15.9280617509165","17.3168488599497","14.2858467959973","11.303411445523","9.08915320462388","7.36921325403974","6.26244402125449","5.66688360497003","3.4580390741155","2.37268027630266","1.54131361000668","1.66347827953617","1.30052722554367","1.07749568263729","1.10808977051212","0.958418994547845","0.946024277708318","1.13068009664514","0.947586432087573","0.970039272338169","1.04639747010478","0.73718860044226","0.683968327476395","0.659321459216801","0.73503730891832","0.8629253384607","1.06046328325605","0.833591523222604","0.706813847804872","0.831291256168538","0.763835071580404","0.956557822813576","1.01210039332816","0.90340513544394","1.35252065176805","1.66622373829104","1.35658260184179","1.23734962147702","1.25589035245266","1.33572532183322","1.45942304004666","1.6559362801057","1.69230693236814","2.47560427217358","2.47335926490762","2.21121549724015","1.9064887741861","2.06565902803235","2.27200535172172","2.10725658615463","1.97919763468727","2.00934289201238","2.02339834140321","2.06979592169607","2.04910486031759","2.16840811796804","2.26381495270832","2.61255316161782","3.15233559798272","2.97096696912327","",
"Korea, Rep.","KOR","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","4.85442051572683","2.9758339356386","2.09727236588453","1.08437219872119","0.603301748029889","0.553410298121721","0.504549856536672","0.7840817403135","1.05599890682207","1.06389204839777","1.12474939574038","1.1018862606188","2.41952805007278","2.05420901688785","1.87975835365172","1.16950918201952","0.320978157583273","0.120891021999267","0.190582478139829","0.749168453455419","1.30655381778464","2.1941734432107","2.7510750154574","3.06779920057902","1.78079030149807","1.52586370117555","0.964805941168216","1.10112394136407","1.07211640519506","2.09911911734718","2.27365441355294","2.25183939814307","1.81838316210008","1.9766194905828","2.98076101150615","3.92875987409866","3.47342864967623","4.04415508340684","5.44240824095879","5.32448416449694","4.03256692073535","3.56106107839375","4.14877491088135","5.52335288427246","6.42800081719723","6.63053786115898","9.11241113109065","6.54303370361556","6.98564233302644","9.56161116916152","10.4940639270131","9.66955779780818","9.19087254809735","6.28827621295043","5.5492872250197","6.34576276711752","7.93460902634461","7.7796164250441","4.96538608506398","6.20942713728516","9.47277423929597","",
